ensg	intOGen	FIMM	logsdon	FIMM.targets	evo.targets	FIMM_AMLgenes	cTargets
ENSG00000130147	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000130508	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000130635	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000131002	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000131018	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000131759	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000132329	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000132514	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000133048	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000133169	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000133454	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000133639	NA	TRUE	TRUE	NA	NA	TRUE	NA
ENSG00000133742	NA	TRUE	NA	NA	TRUE	NA	NA
ENSG00000134184	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000134755	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000134873	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000135218	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000135862	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000135929	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000136492	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000137193	NA	TRUE	NA	NA	TRUE	TRUE	NA
ENSG00000137265	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000137394	NA	TRUE	TRUE	NA	NA	NA	NA
ENSG00000137558	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000137571	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000137801	NA	TRUE	NA	NA	TRUE	NA	NA
ENSG00000138061	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000138795	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000138829	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000139083	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000140287	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000140968	NA	TRUE	TRUE	NA	NA	TRUE	NA
ENSG00000142192	NA	TRUE	TRUE	NA	NA	NA	NA
ENSG00000142611	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000143126	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000143341	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000143416	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000143627	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000143776	NA	TRUE	NA	NA	TRUE	NA	NA
ENSG00000143995	NA	TRUE	TRUE	NA	NA	NA	NA
ENSG00000145113	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000145358	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000146530	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000147180	NA	TRUE	TRUE	NA	NA	NA	NA
ENSG00000147488	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000148346	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000148468	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000148488	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000148498	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000149177	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000149948	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000150471	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000150760	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000151948	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000152078	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000152192	NA	TRUE	TRUE	NA	NA	NA	NA
ENSG00000152217	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000152580	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000152661	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000154188	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000154240	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000154783	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000154839	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000154864	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000155657	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000156298	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000156575	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000157110	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000157554	NA	TRUE	NA	NA	TRUE	TRUE	NA
ENSG00000157873	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000158023	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000158258	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000158352	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000158578	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000159189	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000162367	NA	TRUE	TRUE	NA	NA	TRUE	NA
ENSG00000162747	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000162946	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000163106	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000163221	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000163710	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000163736	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000163737	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000163751	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000164047	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000164136	NA	TRUE	NA	NA	TRUE	TRUE	NA
ENSG00000164821	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000164825	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000164929	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000165072	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000165300	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000167210	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000167232	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000167880	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000168077	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000168298	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000168329	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000168702	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000168754	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000169083	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000169184	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000169224	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000169432	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000169439	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000169855	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000169877	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000169908	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000170011	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000170180	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000170558	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000170627	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000170689	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000170893	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000171509	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000171914	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000172037	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000172236	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000172817	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000172995	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000173369	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000173372	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000173546	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000173917	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000174059	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000174403	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000175164	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000175497	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000176076	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000176728	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000176842	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000177133	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000177425	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000177469	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000177508	NA	TRUE	TRUE	NA	NA	NA	NA
ENSG00000177575	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000178053	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000179097	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000179242	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000179348	NA	TRUE	TRUE	NA	TRUE	TRUE	NA
ENSG00000179455	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000179542	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000180044	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000180592	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000180644	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000181143	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000181433	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000182636	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000182742	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000183098	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000183161	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000183166	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000183853	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000183878	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000184005	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000184292	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000184384	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000184588	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000185559	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000185630	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000185686	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000186716	NA	TRUE	NA	NA	TRUE	TRUE	NA
ENSG00000186818	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000187837	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000188153	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000188536	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000188643	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000188848	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000189056	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000189223	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000196141	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000196218	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000196415	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000196549	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000196565	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000196914	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000197253	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000197561	NA	TRUE	NA	NA	TRUE	NA	NA
ENSG00000197629	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000197632	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000198046	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000198286	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000198626	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000198680	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000198692	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000198795	NA	TRUE	TRUE	NA	NA	NA	NA
ENSG00000198848	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000198947	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000204103	NA	TRUE	TRUE	NA	NA	NA	NA
ENSG00000204613	NA	TRUE	TRUE	NA	NA	NA	NA
ENSG00000204644	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000204682	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000204936	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000205755	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000206047	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000206172	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000206177	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000206510	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000211892	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000211893	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000211895	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000211896	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000213934	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000214548	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000223609	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000223852	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000223858	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000224739	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000225231	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000226858	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000227472	NA	TRUE	TRUE	NA	NA	NA	NA
ENSG00000227502	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000227858	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000229346	NA	TRUE	TRUE	NA	NA	NA	NA
ENSG00000229381	NA	TRUE	TRUE	NA	NA	NA	NA
ENSG00000229425	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000229807	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000231535	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000232099	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000232682	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000233101	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000233392	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000233864	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000233968	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000234456	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000234669	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000235025	NA	TRUE	TRUE	NA	NA	NA	NA
ENSG00000237192	NA	TRUE	TRUE	NA	NA	NA	NA
ENSG00000237703	NA	TRUE	TRUE	NA	NA	NA	NA
ENSG00000239839	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000240247	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000240990	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000241859	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000241911	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000243478	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000244040	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000244734	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000250696	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000250722	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000253187	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000253293	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000253625	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000253755	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000255833	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000257582	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000257654	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000257883	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000258102	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000259207	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000260197	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000262243	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000262634	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000262785	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000265369	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000267453	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000268433	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000268555	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000273822	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000273936	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000273984	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000274137	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000274497	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000275013	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000275164	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000275730	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000276042	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000276613	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000277016	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000277571	NA	TRUE	NA	NA	TRUE	NA	NA
ENSG00000277585	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000277633	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000277804	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000278279	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000278303	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000278468	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000278555	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000278608	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000280641	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000281879	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000282047	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000282093	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000282094	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000282633	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000282838	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000283060	NA	TRUE	NA	NA	NA	TRUE	NA
ENSG00000283802	NA	TRUE	NA	NA	NA	NA	NA
ENSG00000172794	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000069974	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000147394	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000116679	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000134242	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000164649	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000113269	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000138772	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000149091	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000123349	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000027075	NA	NA	TRUE	TRUE	TRUE	NA	TRUE
ENSG00000149273	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000107223	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000165672	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000165732	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000164587	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000158825	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000118508	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000135486	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000157259	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000145741	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000074800	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000147649	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000089094	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000174282	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000283868	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000196924	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000166946	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000162676	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000104897	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000144354	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000104231	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000171604	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000089902	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000102317	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000123562	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000198839	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000162722	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000101695	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000147905	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000150907	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000133606	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000115415	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000213190	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000125249	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000167984	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000014824	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000145088	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000186918	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000163565	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000215021	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000103490	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000179222	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000166454	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000177030	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000282712	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000169976	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000166501	NA	NA	TRUE	TRUE	TRUE	NA	TRUE
ENSG00000151702	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000145391	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000077097	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000100219	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000170881	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000111670	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000132819	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000196757	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000096063	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000141480	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000182158	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000100711	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000155508	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000108518	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000114738	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000162961	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000103653	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000196511	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000124766	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000125743	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000105967	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000088205	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000123405	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000213782	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000168610	NA	NA	TRUE	NA	TRUE	TRUE	NA
ENSG00000149485	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000068024	NA	NA	TRUE	TRUE	TRUE	NA	NA
ENSG00000134954	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000144744	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000006451	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000105610	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000167081	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000133142	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000168264	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000116030	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000112062	NA	NA	TRUE	TRUE	TRUE	NA	TRUE
ENSG00000088930	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000167797	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000106948	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000177311	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000167815	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000163882	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000099817	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000065675	NA	NA	TRUE	TRUE	TRUE	NA	TRUE
ENSG00000020633	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000173757	NA	NA	TRUE	NA	TRUE	TRUE	NA
ENSG00000131747	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000104903	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000204435	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000206406	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000224398	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000224774	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000228875	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000230700	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000232960	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000121022	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000180628	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000088305	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000069667	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000163932	NA	NA	TRUE	TRUE	TRUE	NA	TRUE
ENSG00000034152	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000178764	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000114166	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000266173	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000055118	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000176102	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000113712	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000163346	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000135899	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000110768	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000109113	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000143162	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000109320	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000102144	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000163867	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000185187	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000177853	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000132510	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000112200	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000082996	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000011304	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000118985	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000146463	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000130520	NA	NA	TRUE	NA	NA	NA	NA
